day,month,farm,block,row#,tree#,treatment,pollenmix,uid,no.visits,final,year,seedcount,age,carpel 1,carpel 2,carpel 3,carpel 4,carpel 5,carpel 6,carpel 7,carpel 8,carpel 9,measurer,seeds
16,10,ausfarm,bri,21,47,hp,mix,1610bri_HP_fs106,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
16,10,ausfarm,bri,24,78,hp,mix,1610bri_HP_fs107,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
16,10,ausfarm,bri,24,78,hp,mix,1610bri_HP_fs108,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,16,80,o,na,210bir_O_fs1,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,9,43,o,na,210bir_O_fs10,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,10,46,o,na,210bir_O_fs11,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,10,46,o,na,210bir_O_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,7,11,o,na,210bir_O_fs13,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,7,11,o,na,210bir_O_fs14,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,6,36,o,na,210bir_O_fs15,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,6,36,o,na,210bir_O_fs16,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,6,79,o,na,210bir_O_fs17,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,6,79,o,na,210bir_O_fs18,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,14,73,o,na,210bir_O_fs19,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,16,80,o,na,210bir_O_fs2,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,14,73,o,na,210bir_O_fs20,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,16,107,o,na,210bir_O_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,16,107,o,na,210bir_O_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,14,112,o,na,210bir_O_fs5,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,14,112,o,na,210bir_O_fs6,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,11,80,o,na,210bir_O_fs7,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,savio,bir,11,80,o,na,210bir_O_fs8,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,3,22,hp,mix,210hb2_HP_fs003,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,3,30,hp,mix,210hb2_HP_fs005,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,3,30,hp,mix,210hb2_HP_fs006,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,2,45,hp,mix,210hb2_HP_fs009,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,2,76,hp,mix,210hb2_HP_fs012,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,2,76,hp,mix,210hb2_HP_fs013,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,5,47,hp,mix,210hb2_HP_fs015,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,5,47,hp,mix,210hb2_HP_fs016,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,5,41,hp,mix,210hb2_HP_fs018,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,5,41,hp,mix,210hb2_HP_fs019,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,13,54,hp,mix,210hb2_HP_fs023,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,14,50,hp,mix,210hb2_HP_fs025,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,3,22,hp,PL_mix,210hb2_HP_fs102,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,3,22,hp,PL_mix,210hb2_HP_fs103,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,3,30,hp,PL_mix,210hb2_HP_fs104,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,3,30,hp,PL_mix,210hb2_HP_fs105,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,3,30,hp,PL_mix,210hb2_HP_fs106,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,2,45,hp,PL_mix,210hb2_HP_fs109,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,2,76,hp,PL_mix,210hb2_HP_fs113,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,5,47,hp,PL_mix,210hb2_HP_fs116,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,5,41,hp,PL_mix,210hb2_HP_fs119,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,13,54,hp,PL_mix,210hb2_HP_fs121,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,13,54,hp,PL_mix,210hb2_HP_fs122,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,13,54,hp,PL_mix,210hb2_HP_fs123,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,aeroview,hb2,14,50,hp,PL_mix,210hb2_HP_fs125,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,59,37,o,na,210v1_O_fs10,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,59,37,o,na,210v1_O_fs11,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,62,35,o,na,210v1_O_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,62,35,o,na,210v1_O_fs13,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,63,36,o,na,210v1_O_fs14,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,63,36,o,na,210v1_O_fs15,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,62,28,o,na,210v1_O_fs16,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,62,28,o,na,210v1_O_fs17,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,34,129,o,na,210v1_O_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,34,129,o,na,210v1_O_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,37,57,o,na,210v1_O_fs5,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,58,43,o,na,210v1_O_fs7,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,58,43,o,na,210v1_O_fs8,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,10,ausfarm,v1,59,44,o,na,210v1_O_fs9,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,5,70,c,na,249pit_C_fs1,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,6,71,c,na,249pit_C_fs10,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,6,71,c,na,249pit_C_fs11,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,6,71,c,na,249pit_C_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,6,70,c,na,249pit_C_fs13,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,6,70,c,na,249pit_C_fs14,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,6,70,c,na,249pit_C_fs15,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,8,82,c,na,249pit_C_fs16,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,8,82,c,na,249pit_C_fs17,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,8,82,c,na,249pit_C_fs18,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,8,82,c,na,249pit_C_fs19,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,5,70,c,na,249pit_C_fs2,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,12,88,c,na,249pit_C_fs20,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,12,88,c,na,249pit_C_fs21,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,12,88,c,na,249pit_C_fs22,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,12,88,c,na,249pit_C_fs23,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,7,28,c,na,249pit_C_fs24,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,7,28,c,na,249pit_C_fs25,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,7,28,c,na,249pit_C_fs26,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,7,28,c,na,249pit_C_fs27,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,5,70,c,na,249pit_C_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,5,70,c,na,249pit_C_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,6,85,c,na,249pit_C_fs5,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,6,85,c,na,249pit_C_fs6,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,6,85,c,na,249pit_C_fs7,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,6,85,c,na,249pit_C_fs8,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24,9,fastfruit,pit,6,71,c,na,249pit_C_fs9,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,5,76,c,na,269cos_C_fs1,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,37,12,c,na,269cos_C_fs10,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,37,70,c,na,269cos_C_fs11,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,37,70,c,na,269cos_C_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,37,70,c,na,269cos_C_fs13,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,40,14,c,na,269cos_C_fs14,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,40,14,c,na,269cos_C_fs15,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,40,14,c,na,269cos_C_fs16,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,48,38,c,na,269cos_C_fs17,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,48,38,c,na,269cos_C_fs18,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,48,38,c,na,269cos_C_fs19,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,5,76,c,na,269cos_C_fs2,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,56,42,c,na,269cos_C_fs20,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,56,42,c,na,269cos_C_fs21,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,56,42,c,na,269cos_C_fs22,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,56,42,c,na,269cos_C_fs23,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,8,111,c,na,269cos_C_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,8,111,c,na,269cos_C_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,8,111,c,na,269cos_C_fs5,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,21,29,c,na,269cos_C_fs6,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,22,94,c,na,269cos_C_fs7,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,22,94,c,na,269cos_C_fs8,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,rizzatto,cos,37,12,c,na,269cos_C_fs9,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,fastfruit,pit,12,88,hp,mix,269pit_HP_fs11,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,fastfruit,pit,12,88,hp,mix,269pit_HP_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,fastfruit,pit,6,70,hp,mix,269pit_HP_fs2,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,fastfruit,pit,6,70,hp,mix,269pit_HP_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,fastfruit,pit,6,71,hp,mix,269pit_HP_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,fastfruit,pit,6,85,hp,mix,269pit_HP_fs6,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,fastfruit,pit,6,85,hp,mix,269pit_HP_fs7,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26,9,fastfruit,pit,6,95,hp,mix,269pit_HP_fs9,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,36,c,na,279bir_C_fs1,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,16,107,c,na,279bir_C_fs10,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,16,107,c,na,279bir_C_fs11,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,16,107,c,na,279bir_C_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,16,107,c,na,279bir_C_fs13,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,16,107,c,na,279bir_C_fs14,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,11,80,c,na,279bir_C_fs15,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,11,80,c,na,279bir_C_fs16,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,11,80,c,na,279bir_C_fs17,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,14,73,c,na,279bir_C_fs18,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,14,73,c,na,279bir_C_fs19,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,36,c,na,279bir_C_fs2,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,14,73,c,na,279bir_C_fs20,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,14,112,c,na,279bir_C_fs21,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,14,112,c,na,279bir_C_fs22,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,c,na,279bir_C_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,c,na,279bir_C_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,c,na,279bir_C_fs5,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,c,na,279bir_C_fs6,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,c,na,279bir_C_fs7,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,c,na,279bir_C_fs8,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,16,107,c,na,279bir_C_fs9,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,16,80,hp,mix,279bir_HP_fs29,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,16,80,hp,mix,279bir_HP_fs30,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,16,80,hp,mix,279bir_HP_fs31,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,16,80,hp,mix,279bir_HP_fs32,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,16,80,hp,mix,279bir_HP_fs33,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,14,73,hp,mix,279bir_HP_fs34,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,14,73,hp,mix,279bir_HP_fs35,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,14,73,hp,mix,279bir_HP_fs36,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,14,73,hp,mix,279bir_HP_fs37,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,14,73,hp,mix,279bir_HP_fs38,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,hp,mix,279bir_HP_fs41,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,hp,mix,279bir_HP_fs43,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,hp,mix,279bir_HP_fs44,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,hp,mix,279bir_HP_fs45,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,hp,mix,279bir_HP_fs46,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,hp,mix,279bir_HP_fs47,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,savio,bir,6,79,hp,mix,279bir_HP_fs48,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,8,111,hp,PL_mix,279cos_HP_fs102,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,8,111,hp,PL_mix,279cos_HP_fs103,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,8,111,hp,PL_mix,279cos_HP_fs104,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,22,94,hp,PL_mix,279cos_HP_fs105,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,22,94,hp,PL_mix,279cos_HP_fs106,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,22,94,hp,PL_mix,279cos_HP_fs107,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,37,70,hp,PL_mix,279cos_HP_fs111,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,48,38,hp,PL_mix,279cos_HP_fs113,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,56,42,hp,PL_mix,279cos_HP_fs115,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,37,70,hp,mix,279cos_HP_fs12,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,48,38,hp,mix,279cos_HP_fs14,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,48,38,hp,mix,279cos_HP_fs15,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,56,42,hp,mix,279cos_HP_fs17,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,5,76,hp,mix,279cos_HP_fs3,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,8,111,hp,mix,279cos_HP_fs4,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,8,111,hp,mix,279cos_HP_fs5,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,22,94,hp,mix,279cos_HP_fs7,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,22,94,hp,mix,279cos_HP_fs8,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
27,9,rizzatto,cos,22,94,hp,mix,279cos_HP_fs9,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
28,9,fastfruit,pit,5,70,hp,PL_mix,289pit_HP_fs103,NA,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
